98.07,26.29,41.18,5
0,473,475,33.63,25.71,-14652,-256,-6744,-352,-516,-93,103.43,26.29,41.18,5
0,473,476,33.63,25.71,-14488,-192,-6544,-320,-91,-674,110.54,26.29,41.18,5
0,475,474,33.63,25.71,-14436,-240,-6508,-352,-291,-298,107.04,26.29,41.18,5
0,480,473,33.72,25.81,-14400,-340,-6588,-336,-457,-1,97.09,26.29,41.18,5
0,476,476,33.63,25.81,-14256,-480,-6736,-352,32,-847,89.44,26.29,41.18,5
0,474,475,33.72,25.81,-14084,-372,-6304,-320,375,-1351,79.51,26.29,41.18,5
0,474,474,33.63,25.71,-14252,-496,-6416,-336,184,-795,57.07,26.29,41.18,5
0,474,473,33.72,25.81,-14344,-704,-6200,-320,152,-606,33.35,26.29,41.18,5
0,474,473,33.53,25.81,-14584,-688,-6496,-368,162,-823,28.43,26.29,41.18,5
0,475,471,33.72,25.81,-14724,-560,-6332,-320,206,-703,36.57,26.29,41.18,5
0,477,471,33.63,25.71,-14556,-420,-6176,-336,94,-483,41.84,26.29,41.18,5
0,477,470,33.72,25.71,-14444,-312,-6044,-320,568,-1236,41.52,26.29,41.18,5
0,476,473,33.63,25.81,-14488,-404,-5908,-368,874,-1473,41.45,26.29,41.18,5
0,474,474,33.82,25.81,-14856,-580,-5916,-304,396,-525,42.82,26.29,41.18,5
0,472,476,33.72,25.81,-14232,-256,-5792,-368,244,266,44.01,26.29,41.18,5
0,472,476,33.92,25.81,-14508,-164,-6244,-336,575,-709,45.06,26.29,41.18,5
0,473,476,33.82,25.71,-13984,-60,-6208,-336,500,-1027,44.06,26.29,41.18,5
0,473,475,33.82,25.81,-14456,-168,-5720,-336,-34,-107,40.05,26.29,41.18,5
0,473,475,33.72,25.81,-14932,-872,-5732,-336,-381,125,33.01,26.29,41.18,5
0,475,476,33.82,25.81,-14820,-800,-6200,-320,44,-374,28.06,26.29,41.18,5
0,474,477,33.82,25.71,-14692,-80,-5664,-320,489,-1157,32.61,26.29,41.18,5
0,474,476,33.82,25.90,-14700,-352,-5632,-320,-47,-361,44.27,26.29,41.18,5
0,474,477,33.82,25.81,-14604,-320,-5892,-320,-777,87,52.72,26.29,41.18,5
0,474,476,33.82,25.90,-14664,-376,-5760,-336,-760,-95,49.58,26.29,41.18,5
0,474,477,33.92,25.90,-14672,-680,-5576,-336,-349,-283,34.56,26.29,41.18,5
0,474,476,34.02,25.90,-14340,-648,-5424,-384,-290,151,19.14,26.29,41.18,5
0,475,476,33.82,25.90,-14372,-600,-5916,-304,-209,-483,12.62,26.29,41.18,5
0,475,475,33.82,26.00,-14628,-772,-5704,-320,-14,-300,12.54,26.29,41.18,5
